[Header]
Application Name	LabSolutions
Version	5.81 SP1
Data File Name	C:\LabSolutions\Data\Shangwen\20170529__Assay2_210nm_002.lcd
Output Date	5/29/2017
Output Time	3:31:06 PM

[File Information]
Type	Data File
Generated	5/29/2017 2:07:15 PM
Generated by	System Administrator
Modified	5/29/2017 2:32:39 PM
Modified by	System Administrator

[Sample Information]
Operator Name	System Administrator
Acquired	5/29/2017 2:07:37 PM
Sample Type	0:Unknown
Level	0
Sample Name	Assay2_210nm
Sample ID	001
ISTD Amount1	1
ISTD Amount2	1
ISTD Amount3	1
ISTD Amount4	1
ISTD Amount5	1
ISTD Amount6	1
ISTD Amount7	1
ISTD Amount8	1
ISTD Amount9	1
ISTD Amount10	1
ISTD Amount11	1
ISTD Amount12	1
ISTD Amount13	1
ISTD Amount14	1
ISTD Amount15	1
ISTD Amount16	1
ISTD Amount17	1
ISTD Amount18	1
ISTD Amount19	1
ISTD Amount20	1
ISTD Amount21	1
ISTD Amount22	1
ISTD Amount23	1
ISTD Amount24	1
ISTD Amount25	1
ISTD Amount26	1
ISTD Amount27	1
ISTD Amount28	1
ISTD Amount29	1
ISTD Amount30	1
ISTD Amount31	1
ISTD Amount32	1
Sample Amount	1
Dilution Factor	1
Vial#	95
Injection Volume	10

[Original Files]
Data File	C:\LabSolutions\Data\Shangwen\20170529__Assay2_210nm_002.lcd
Method File	C:\LabSolutions\Data\Shangwen\20170524_ATPAMP210gradient.lcm
Batch File	C:\LabSolutions\Data\Shangwen\20170524_batch2.lcb
Report Format File	c:\LabSolutions\System\DEFAULT.lsr

[File Description]


[Configuration]
Instrument Name	NAIR-HPLC-Instrument1
Instrument #	1
Line #	1
# of Detectors	2
Detector ID	Detector A	AD2
Detector Name	Detector A	ELSD
# of Channels	1	1

[Peak Table(Detector A)]
# of Peaks	158
Peak#	R.Time	I.Time	F.Time	Area	Height	A/H	Conc.	Mark	ID#	Name	k'	Plate #	Plate Ht.	Tailing	Resolution	Sep.Factor	Area Ratio	Height Ratio	Conc. %	Norm Conc.
0.45000	40.02
0.46667	40.03
0.48333	40.02
0.50000	40.03
0.51667	40.02
0.53333	40.00
0.55000	40.00
0.56667	40.02
0.58333	40.02
0.60000	40.00
0.61667	39.99
0.63333	40.00
0.65000	40.03
0.66667	40.00
0.68333	40.00
0.70000	40.00
0.71667	40.00
0.73333	40.00
0.75000	40.00
0.76667	40.00
0.78333	40.03
0.80000	40.00
0.81667	40.00
0.83333	40.00
0.85000	40.05
0.86667	40.00
0.88333	40.00
0.90000	39.99
0.91667	40.00
0.93333	40.00
0.95000	40.00
0.96667	40.00
0.98333	40.00
1.00000	40.02
1.01667	40.02
1.03333	40.00
1.05000	40.02
1.06667	40.02
1.08333	40.00
1.10000	40.00
1.11667	40.02
1.13333	39.98
1.15000	39.98
1.16667	40.02
1.18333	40.02
1.20000	40.00
1.21667	39.99
1.23333	39.98
1.25000	39.99
1.26667	40.03
1.28333	40.00
1.30000	40.00
1.31667	40.00
1.33333	40.06
1.35000	40.00
1.36667	40.00
1.38333	40.02
1.40000	40.00
1.41667	39.99
1.43333	39.99
1.45000	40.00
1.46667	40.00
1.48333	40.00
1.50000	39.99
1.51667	39.98
1.53333	40.00
1.55000	40.03
1.56667	40.02
1.58333	40.02
1.60000	40.03
1.61667	40.00
1.63333	39.99
1.65000	40.03
1.66667	40.03
1.68333	40.00
1.70000	40.00
1.71667	39.99
1.73333	40.02
1.75000	40.00
1.76667	39.93
1.78333	39.93
1.80000	39.99
1.81667	39.90
1.83333	39.91
1.85000	39.99
1.86667	39.99
1.88333	40.00
1.90000	40.00
1.91667	40.02
1.93333	40.03
1.95000	40.00
1.96667	40.00
1.98333	39.99
2.00000	40.00
2.01667	40.00
2.03333	40.00
2.05000	40.00
2.06667	40.00
2.08333	39.99
2.10000	40.00
2.11667	40.00
2.13333	40.00
2.15000	39.99
2.16667	40.00
2.18333	39.96
2.20000	39.93
2.21667	39.95
2.23333	39.96
2.25000	39.98
2.26667	40.00
2.28333	39.99
2.30000	40.02
2.31667	40.06
2.33333	40.02
2.35000	40.00
2.36667	40.00
2.38333	40.00
2.40000	40.00
2.41667	40.03
2.43333	39.98
2.45000	39.98
2.46667	40.00
2.48333	39.99
2.50000	40.00
2.51667	40.00
2.53333	40.02
2.55000	40.00
2.56667	40.00
2.58333	40.00
2.60000	40.00
2.61667	39.99
2.63333	39.99
2.65000	40.00
2.66667	40.03
2.68333	40.00
2.70000	40.00
2.71667	40.02
2.73333	40.02
2.75000	40.05
2.76667	40.03
2.78333	40.00
2.80000	40.02
2.81667	40.00
2.83333	40.00
2.85000	40.02
2.86667	40.00
2.88333	40.03
2.90000	40.03
2.91667	40.00
2.93333	40.00
2.95000	40.00
2.96667	39.99
2.98333	40.00
3.00000	40.00
3.01667	40.00
3.03333	39.99
3.05000	39.99
3.06667	39.99
3.08333	39.98
3.10000	40.00
3.11667	39.97
3.13333	39.97
3.15000	39.93
3.16667	39.93
3.18333	39.91
3.20000	39.93
3.21667	39.93
3.23333	39.95
3.25000	39.93
3.26667	39.93
3.28333	39.93
3.30000	39.93
3.31667	39.93
3.33333	39.93
3.35000	39.93
3.36667	39.93
3.38333	39.93
3.40000	39.96
3.41667	39.99
3.43333	39.97
3.45000	40.00
3.46667	39.99
3.48333	40.00
3.50000	40.03
3.51667	40.03
3.53333	40.05
3.55000	40.00
3.56667	40.00
3.58333	40.00
3.60000	40.02
3.61667	40.05
3.63333	40.00
3.65000	40.00
3.66667	40.00
3.68333	40.02
3.70000	40.00
3.71667	40.00
3.73333	40.00
3.75000	39.97
3.76667	39.97
3.78333	39.98
3.80000	39.99
3.81667	40.02
3.83333	40.02
3.85000	40.00
3.86667	40.00
3.88333	40.00
3.90000	40.00
3.91667	40.00
3.93333	40.02
3.95000	40.00
3.96667	39.99
3.98333	40.00
4.00000	40.00
4.01667	40.05
4.03333	40.00
4.05000	40.00
4.06667	40.00
4.08333	40.00
4.10000	39.95
4.11667	39.93
4.13333	39.93
4.15000	39.95
4.16667	40.00
4.18333	40.00
4.20000	40.00
4.21667	40.00
4.23333	40.00
4.25000	40.00
4.26667	39.99
4.28333	40.00
4.30000	40.00
4.31667	40.00
4.33333	40.00
4.35000	40.00
4.36667	40.00
4.38333	40.00
4.40000	40.03
4.41667	40.00
4.43333	40.00
4.45000	40.00
4.46667	40.00
4.48333	40.00
4.50000	40.00
4.51667	39.98
4.53333	39.95
4.55000	39.93
4.56667	39.96
4.58333	39.99
4.60000	40.00
4.61667	40.06
4.63333	40.02
4.65000	40.00
4.66667	40.02
4.68333	40.00
4.70000	40.02
4.71667	40.06
4.73333	40.00
4.75000	40.00
4.76667	40.00
4.78333	40.00
4.80000	39.99
4.81667	40.00
4.83333	40.00
4.85000	40.02
4.86667	40.02
4.88333	39.99
4.90000	39.98
4.91667	39.97
4.93333	39.96
4.95000	39.96
4.96667	39.99
4.98333	40.00
5.00000	40.00
5.01667	40.00
5.03333	40.00
5.05000	40.05
5.06667	40.06
5.08333	40.05
5.10000	39.99
5.11667	40.00
5.13333	40.00
5.15000	40.00
5.16667	40.00
5.18333	40.02
5.20000	39.99
5.21667	40.00
5.23333	40.00
5.25000	39.99
5.26667	40.00
5.28333	40.00
5.30000	40.00
5.31667	40.00
5.33333	40.05
5.35000	40.00
5.36667	40.00
5.38333	40.03
5.40000	40.03
5.41667	39.99
5.43333	39.98
5.45000	40.02
5.46667	40.00
5.48333	40.00
5.50000	40.00
5.51667	40.00
5.53333	39.99
5.55000	39.99
5.56667	40.00
5.58333	40.00
5.60000	40.00
5.61667	40.00
5.63333	40.02
5.65000	40.02
5.66667	40.02
5.68333	40.00
5.70000	39.99
5.71667	40.00
5.73333	40.00
5.75000	40.05
5.76667	40.00
5.78333	40.00
5.80000	40.00
5.81667	40.00
5.83333	40.02
5.85000	40.00
5.86667	40.00
5.88333	39.99
5.90000	40.02
5.91667	40.00
5.93333	40.00
5.95000	40.02
5.96667	40.00
5.98333	40.00
6.00000	40.03
6.01667	40.02
6.03333	40.03
6.05000	40.03
6.06667	40.06
6.08333	40.05
6.10000	39.99
6.11667	40.00
6.13333	40.00
6.15000	39.99
6.16667	40.03
6.18333	40.00
6.20000	40.00
6.21667	40.02
6.23333	40.02
6.25000	40.03
6.26667	40.03
6.28333	40.02
6.30000	40.02
6.31667	40.03
6.33333	40.00
6.35000	39.99
6.36667	40.00
6.38333	40.00
6.40000	40.02
6.41667	40.03
6.43333	40.03
6.45000	40.00
6.46667	40.00
6.48333	40.00
6.50000	40.02
6.51667	40.00
6.53333	40.05
6.55000	40.02
6.56667	40.00
6.58333	40.00
6.60000	40.00
6.61667	40.00
6.63333	40.00
6.65000	40.00
6.66667	40.02
6.68333	40.00
6.70000	40.00
6.71667	40.02
6.73333	40.02
6.75000	40.07
6.76667	40.02
6.78333	40.00
6.80000	40.00
6.81667	40.00
6.83333	39.99
6.85000	39.97
6.86667	39.99
6.88333	40.02
6.90000	40.00
6.91667	39.99
6.93333	40.00
6.95000	39.98
6.96667	39.96
6.98333	39.98
7.00000	39.95
7.01667	39.97
7.03333	39.96
7.05000	39.93
7.06667	39.96
7.08333	40.00
7.10000	39.99
7.11667	39.98
7.13333	39.93
7.15000	39.95
7.16667	39.93
7.18333	39.93
7.20000	39.96
7.21667	39.97
7.23333	39.99
7.25000	39.96
7.26667	39.95
7.28333	39.93
7.30000	39.96
7.31667	39.99
7.33333	40.00
7.35000	40.00
7.36667	39.99
7.38333	39.95
7.40000	39.96
7.41667	39.98
7.43333	39.96
7.45000	40.00
7.46667	39.97
7.48333	39.98
7.50000	39.97
7.51667	39.99
7.53333	39.99
7.55000	40.00
7.56667	40.03
7.58333	39.99
7.60000	39.97
7.61667	39.96
7.63333	40.00
7.65000	40.00
7.66667	39.99
7.68333	40.00
7.70000	40.00
7.71667	40.00
7.73333	40.00
7.75000	40.00
7.76667	40.00
7.78333	39.99
7.80000	40.00
7.81667	39.97
7.83333	40.00
7.85000	40.00
7.86667	40.00
7.88333	39.98
7.90000	40.00
7.91667	39.99
7.93333	39.91
7.95000	39.95
7.96667	39.98
7.98333	39.93
8.00000	39.93
8.01667	39.98
8.03333	40.02
8.05000	40.02
8.06667	40.02
8.08333	40.00
8.10000	39.99
8.11667	40.00
8.13333	39.99
8.15000	40.05
8.16667	40.05
8.18333	40.00
8.20000	40.00
8.21667	40.02
8.23333	40.00
8.25000	40.00
8.26667	40.00
8.28333	40.00
8.30000	39.99
8.31667	40.00
8.33333	39.99
8.35000	40.00
8.36667	40.00
8.38333	40.02
8.40000	40.00
8.41667	40.02
8.43333	40.03
8.45000	40.00
8.46667	40.00
8.48333	40.00
8.50000	40.00
8.51667	40.02
8.53333	40.00
8.55000	40.02
8.56667	40.00
8.58333	40.02
8.60000	40.02
8.61667	40.00
8.63333	40.00
8.65000	40.03
8.66667	40.03
8.68333	40.03
8.70000	40.00
8.71667	40.00
8.73333	40.00
8.75000	40.00
8.76667	40.00
8.78333	40.00
8.80000	40.00
8.81667	39.99
8.83333	40.00
8.85000	40.02
8.86667	40.00
8.88333	40.00
8.90000	40.00
8.91667	39.99
8.93333	40.00
8.95000	39.99
8.96667	39.99
8.98333	40.00
9.00000	40.00
9.01667	39.95
9.03333	39.93
9.05000	39.93
9.06667	39.93
9.08333	39.93
9.10000	39.96
9.11667	39.93
9.13333	39.93
9.15000	39.97
9.16667	40.00
9.18333	40.00
9.20000	40.00
9.21667	40.00
9.23333	40.00
9.25000	39.99
9.26667	39.99
9.28333	40.00
9.30000	40.02
9.31667	39.99
9.33333	40.00
9.35000	40.00
9.36667	40.05
9.38333	40.02
9.40000	40.00
9.41667	40.00
9.43333	40.00
9.45000	40.00
9.46667	40.00
9.48333	40.00
9.50000	40.02
9.51667	40.03
9.53333	40.02
9.55000	40.03
9.56667	40.05
9.58333	40.02
9.60000	40.00
9.61667	40.00
9.63333	40.00
9.65000	39.99
9.66667	40.00
9.68333	40.00
9.70000	39.99
9.71667	40.00
9.73333	40.00
9.75000	39.99
9.76667	39.93
9.78333	39.95
9.80000	39.99
9.81667	39.99
9.83333	39.98
9.85000	40.03
9.86667	40.03
9.88333	40.00
9.90000	40.00
9.91667	40.03
9.93333	40.00
9.95000	40.00
9.96667	40.00
9.98333	40.03
10.00000	40.03
10.01667	40.02
10.03333	40.02
10.05000	40.03
10.06667	40.00
10.08333	40.05
10.10000	40.05
10.11667	40.05
10.13333	40.02
10.15000	40.02
10.16667	40.00
10.18333	40.00
10.20000	40.03
10.21667	40.00
10.23333	40.00
10.25000	40.00
10.26667	39.98
10.28333	39.99
10.30000	39.97
10.31667	40.00
10.33333	40.00
10.35000	39.98
10.36667	40.00
10.38333	40.00
10.40000	40.00
10.41667	40.00
10.43333	40.00
10.45000	40.00
10.46667	39.99
10.48333	40.00
10.50000	40.00
10.51667	40.00
10.53333	39.96
10.55000	39.97
10.56667	40.00
10.58333	40.00
10.60000	40.00
10.61667	39.96
10.63333	39.98
10.65000	39.98
10.66667	39.93
10.68333	39.93
10.70000	39.93
10.71667	39.93
10.73333	39.93
10.75000	39.96
10.76667	39.98
10.78333	39.99
10.80000	39.99
10.81667	40.00
10.83333	40.00
10.85000	40.00
10.86667	40.00
10.88333	40.00
10.90000	40.00
10.91667	40.00
10.93333	40.00
10.95000	40.00
10.96667	39.99
10.98333	40.00
11.00000	40.00
11.01667	40.03
11.03333	40.05
11.05000	40.00
11.06667	40.02
11.08333	40.05
11.10000	40.02
11.11667	40.02
11.13333	40.02
11.15000	40.00
11.16667	40.00
11.18333	40.00
11.20000	40.02
11.21667	40.06
11.23333	40.00
11.25000	39.99
11.26667	39.99
11.28333	39.99
11.30000	40.00
11.31667	40.00
11.33333	40.00
11.35000	40.00
11.36667	39.97
11.38333	39.99
11.40000	39.97
11.41667	39.93
11.43333	39.93
11.45000	39.95
11.46667	39.97
11.48333	39.97
11.50000	39.98
11.51667	39.99
11.53333	39.97
11.55000	39.93
11.56667	39.95
11.58333	39.96
11.60000	39.96
11.61667	39.93
11.63333	39.97
11.65000	39.96
11.66667	39.93
11.68333	39.95
11.70000	39.96
11.71667	39.93
11.73333	39.93
11.75000	39.95
11.76667	39.96
11.78333	39.93
11.80000	39.93
11.81667	39.97
11.83333	40.00
11.85000	40.00
11.86667	40.00
11.88333	40.00
11.90000	40.00
11.91667	40.00
11.93333	40.00
11.95000	40.03
11.96667	40.03
11.98333	40.02
12.00000	40.00
12.01667	40.02
12.03333	40.00
12.05000	40.03
12.06667	40.00
12.08333	40.00
12.10000	40.00
12.11667	40.00
12.13333	40.00
12.15000	40.00
12.16667	40.00
12.18333	40.00
12.20000	40.03
12.21667	40.00
12.23333	39.99
12.25000	40.06
12.26667	40.06
12.28333	40.03
12.30000	40.00
12.31667	40.00
12.33333	40.06
12.35000	40.02
12.36667	40.05
12.38333	40.00
12.40000	40.00
12.41667	40.00
12.43333	40.02
12.45000	40.02
12.46667	40.00
12.48333	40.00
12.50000	40.00
12.51667	40.05
12.53333	40.02
12.55000	40.00
12.56667	40.00
12.58333	40.00
12.60000	40.00
12.61667	40.02
12.63333	40.00
12.65000	40.00
12.66667	40.00
12.68333	40.02
12.70000	39.99
12.71667	40.00
12.73333	40.00
12.75000	40.00
12.76667	40.00
12.78333	40.00
12.80000	39.99
12.81667	39.99
12.83333	40.00
12.85000	39.99
12.86667	39.99
12.88333	39.96
12.90000	39.95
12.91667	39.93
12.93333	39.93
12.95000	39.91
12.96667	39.93
12.98333	39.93
13.00000	39.93
13.01667	39.93
13.03333	39.93
13.05000	39.93
13.06667	39.93
13.08333	39.95
13.10000	39.97
13.11667	40.00
13.13333	40.00
13.15000	39.96
13.16667	39.97
13.18333	40.00
13.20000	40.00
13.21667	40.00
13.23333	40.00
13.25000	40.00
13.26667	40.02
13.28333	40.00
13.30000	40.00
13.31667	40.06
13.33333	40.06
13.35000	40.00
13.36667	40.00
13.38333	40.00
13.40000	39.98
13.41667	40.00
13.43333	40.03
13.45000	40.03
13.46667	40.00
13.48333	40.03
13.50000	40.00
13.51667	40.00
13.53333	40.00
13.55000	40.00
13.56667	40.00
13.58333	40.00
13.60000	40.00
13.61667	40.00
13.63333	40.03
13.65000	40.02
13.66667	39.99
13.68333	40.00
13.70000	39.98
13.71667	39.97
13.73333	39.99
13.75000	39.98
13.76667	39.91
13.78333	39.93
13.80000	39.93
13.81667	39.98
13.83333	40.00
13.85000	39.99
13.86667	39.99
13.88333	39.99
13.90000	39.99
13.91667	40.00
13.93333	40.02
13.95000	40.03
13.96667	40.00
13.98333	40.05
14.00000	40.00
14.01667	40.00
14.03333	40.02
14.05000	40.05
14.06667	40.00
14.08333	40.00
14.10000	40.00
14.11667	40.02
14.13333	40.02
14.15000	40.00
14.16667	40.05
14.18333	40.06
14.20000	40.03
14.21667	40.03
14.23333	40.00
14.25000	40.00
14.26667	40.06
14.28333	40.03
14.30000	40.02
14.31667	40.02
14.33333	40.06
14.35000	40.02
14.36667	40.00
14.38333	39.99
14.40000	40.02
14.41667	40.03
14.43333	39.99
14.45000	40.00
14.46667	40.00
14.48333	40.02
14.50000	40.06
14.51667	40.02
14.53333	40.00
14.55000	40.03
14.56667	40.00
14.58333	40.00
14.60000	40.05
14.61667	40.07
14.63333	40.02
14.65000	40.00
14.66667	40.00
14.68333	39.99
14.70000	40.00
14.71667	40.00
14.73333	40.00
14.75000	40.00
14.76667	39.99
14.78333	39.99
14.80000	40.00
14.81667	40.00
14.83333	39.99
14.85000	39.97
14.86667	39.99
14.88333	40.00
14.90000	39.99
14.91667	39.99
14.93333	39.96
14.95000	39.95
14.96667	39.97
14.98333	39.96
15.00000	39.97
15.01667	39.96
15.03333	39.96
15.05000	39.93
15.06667	39.93
15.08333	39.93
15.10000	39.93
15.11667	39.93
15.13333	39.93
15.15000	39.93
15.16667	39.93
15.18333	39.96
15.20000	39.99
15.21667	39.97
15.23333	39.97
15.25000	39.99
15.26667	39.98
15.28333	39.96
15.30000	39.99
15.31667	39.98
15.33333	39.97
15.35000	39.95
15.36667	39.99
15.38333	40.00
15.40000	39.99
15.41667	39.97
15.43333	39.98
15.45000	40.00
15.46667	39.99
15.48333	40.00
15.50000	39.99
15.51667	40.00
15.53333	40.00
15.55000	40.00
15.56667	40.02
15.58333	39.99
15.60000	39.99
15.61667	40.00
15.63333	40.00
15.65000	39.98
15.66667	39.99
15.68333	40.00
15.70000	39.98
15.71667	39.99
15.73333	39.98
15.75000	39.96
15.76667	39.93
15.78333	39.96
15.80000	39.95
15.81667	39.98
15.83333	39.98
15.85000	39.98
15.86667	39.97
15.88333	39.93
15.90000	39.93
15.91667	39.93
15.93333	39.93
15.95000	39.98
15.96667	40.00
15.98333	39.99
16.00000	39.98
16.01667	39.93
16.03333	39.93
16.05000	39.93
16.06667	39.93
16.08333	39.95
16.10000	39.95
16.11667	39.96
16.13333	39.95
16.15000	39.95
16.16667	39.97
16.18333	39.96
16.20000	39.99
16.21667	40.00
16.23333	39.99
16.25000	39.99
16.26667	40.00
16.28333	40.03
16.30000	40.00
16.31667	40.00
16.33333	40.00
16.35000	40.02
16.36667	40.03
16.38333	40.00
16.40000	39.98
16.41667	39.99
16.43333	40.00
16.45000	40.00
16.46667	40.06
16.48333	40.08
16.50000	40.02
16.51667	40.00
16.53333	40.00
16.55000	40.00
16.56667	39.99
16.58333	40.00
16.60000	40.00
16.61667	40.00
16.63333	40.00
16.65000	39.99
16.66667	40.00
16.68333	40.00
16.70000	40.00
16.71667	39.99
16.73333	40.00
16.75000	40.00
16.76667	39.93
16.78333	39.93
16.80000	39.98
16.81667	40.00
16.83333	39.99
16.85000	40.00
16.86667	40.02
16.88333	40.05
16.90000	40.07
16.91667	40.00
16.93333	40.02
16.95000	40.00
16.96667	39.99
16.98333	39.99
17.00000	39.99
17.01667	40.00
17.03333	40.00
17.05000	40.00
17.06667	40.00
17.08333	40.00
17.10000	40.03
17.11667	40.02
17.13333	40.00
17.15000	40.00
17.16667	40.00
17.18333	40.00
17.20000	40.00
17.21667	39.97
17.23333	39.93
17.25000	39.95
17.26667	39.93
17.28333	39.98
17.30000	40.03
17.31667	40.00
17.33333	40.00
17.35000	40.00
17.36667	40.00
17.38333	39.99
17.40000	40.00
17.41667	40.00
17.43333	40.00
17.45000	40.00
17.46667	40.02
17.48333	40.00
17.50000	40.00
17.51667	40.00
17.53333	40.00
17.55000	40.00
17.56667	40.00
17.58333	39.93
17.60000	39.93
17.61667	39.93
17.63333	39.91
17.65000	39.96
17.66667	39.99
17.68333	40.00
17.70000	39.99
17.71667	40.00
17.73333	39.99
17.75000	40.00
17.76667	39.99
17.78333	39.99
17.80000	40.00
17.81667	40.00
17.83333	40.00
17.85000	40.00
17.86667	40.00
17.88333	40.03
17.90000	40.02
17.91667	40.00
17.93333	40.00
17.95000	40.06
17.96667	40.03
17.98333	40.00
18.00000	40.00
18.01667	40.00
18.03333	40.00
18.05000	40.00
18.06667	40.00
18.08333	40.05
18.10000	40.05
18.11667	40.00
18.13333	39.98
18.15000	39.96
18.16667	39.98
18.18333	39.93
18.20000	39.95
18.21667	39.98
18.23333	39.99
18.25000	39.98
18.26667	39.99
18.28333	40.00
18.30000	40.00
18.31667	39.99
18.33333	40.00
18.35000	40.00
18.36667	40.00
18.38333	40.00
18.40000	40.00
18.41667	40.00
18.43333	40.02
18.45000	40.00
18.46667	39.99
18.48333	40.03
18.50000	40.05
18.51667	40.03
18.53333	40.00
18.55000	40.00
18.56667	40.00
18.58333	39.93
18.60000	39.95
18.61667	39.96
18.63333	39.98
18.65000	39.99
18.66667	40.02
18.68333	40.06
18.70000	40.07
18.71667	40.02
18.73333	40.00
18.75000	39.99
18.76667	40.00
18.78333	40.00
18.80000	40.00
18.81667	40.00
18.83333	40.00
18.85000	40.00
18.86667	40.00
18.88333	40.00
18.90000	40.05
18.91667	40.00
18.93333	39.99
18.95000	40.00
18.96667	40.00
18.98333	39.99
19.00000	39.95
19.01667	39.95
19.03333	39.96
19.05000	39.99
19.06667	40.00
19.08333	39.99
19.10000	39.99
19.11667	40.03
19.13333	40.00
19.15000	40.00
19.16667	40.03
19.18333	40.02
19.20000	40.02
19.21667	40.05
19.23333	40.03
19.25000	40.00
19.26667	40.00
19.28333	40.00
19.30000	40.05
19.31667	40.03
19.33333	40.02
19.35000	40.00
19.36667	40.00
19.38333	40.00
19.40000	40.00
19.41667	39.99
19.43333	39.96
19.45000	39.97
19.46667	39.99
19.48333	39.99
19.50000	39.98
19.51667	39.99
19.53333	39.99
19.55000	39.98
19.56667	39.99
19.58333	39.97
19.60000	39.96
19.61667	39.96
19.63333	39.95
19.65000	39.96
19.66667	39.99
19.68333	39.99
19.70000	40.00
19.71667	40.00
19.73333	40.02
19.75000	40.00
19.76667	39.99
19.78333	40.00
19.80000	40.00
19.81667	40.00
19.83333	40.00
19.85000	40.00
19.86667	40.00
19.88333	40.00
19.90000	40.00
19.91667	40.02
19.93333	40.00
19.95000	40.02
19.96667	40.00
19.98333	40.00
20.00000	40.00
20.01667	40.00
20.03333	40.00
20.05000	40.00
20.06667	40.00
20.08333	40.00
20.10000	40.00
20.11667	40.00
20.13333	40.00
20.15000	40.02
20.16667	40.05
20.18333	40.03
20.20000	40.00
20.21667	40.00
20.23333	40.00
20.25000	40.00
20.26667	40.02
20.28333	40.00
20.30000	40.00
20.31667	40.00
20.33333	39.99
20.35000	40.00
20.36667	40.03
20.38333	40.06
20.40000	40.03
20.41667	39.99
20.43333	40.00
20.45000	39.97
20.46667	39.98
20.48333	40.00
20.50000	40.00
20.51667	39.99
20.53333	39.99
20.55000	40.02
20.56667	40.00
20.58333	39.99
20.60000	40.00
20.61667	40.06
20.63333	40.03
20.65000	40.03
20.66667	40.00
20.68333	40.02
20.70000	40.00
20.71667	39.99
20.73333	40.00
20.75000	40.00
20.76667	39.99
20.78333	39.99
20.80000	39.95
20.81667	39.95
20.83333	39.99
20.85000	40.05
20.86667	40.05
20.88333	40.00
20.90000	40.00
20.91667	40.05
20.93333	40.00
20.95000	40.00
20.96667	39.99
20.98333	40.00
21.00000	40.00
21.01667	40.02
21.03333	40.00
21.05000	40.03
21.06667	40.02
21.08333	40.00
21.10000	40.00
21.11667	39.97
21.13333	39.95
21.15000	39.93
21.16667	40.00
21.18333	40.00
21.20000	40.00
21.21667	40.03
21.23333	40.00
21.25000	40.02
21.26667	40.00
21.28333	40.00
21.30000	40.00
21.31667	40.00
21.33333	40.00
21.35000	40.00
21.36667	40.00
21.38333	40.00
21.40000	39.97
21.41667	39.93
21.43333	39.95
21.45000	39.98
21.46667	40.00
21.48333	40.00
21.50000	40.03
21.51667	40.05
21.53333	40.08
21.55000	40.00
21.56667	40.00
21.58333	40.00
21.60000	40.02
21.61667	40.00
21.63333	40.00
21.65000	40.00
21.66667	40.00
21.68333	40.00
21.70000	40.00
21.71667	40.00
21.73333	39.99
21.75000	40.02
21.76667	40.00
21.78333	40.00
21.80000	40.00
21.81667	40.00
21.83333	39.98
21.85000	39.98
21.86667	39.98
21.88333	39.99
21.90000	40.00
21.91667	39.96
21.93333	39.95
21.95000	39.97
21.96667	40.00
21.98333	40.00
22.00000	39.97
22.01667	40.00
22.03333	39.98
22.05000	39.98
22.06667	39.96
22.08333	39.95
22.10000	39.97
22.11667	39.97
22.13333	39.99
22.15000	40.00
22.16667	40.00
22.18333	39.96
22.20000	39.96
22.21667	39.97
22.23333	39.97
22.25000	39.96
22.26667	39.97
22.28333	39.99
22.30000	39.99
22.31667	39.98
22.33333	39.97
22.35000	39.98
22.36667	39.96
22.38333	39.97
22.40000	39.96
22.41667	39.98
22.43333	39.99
22.45000	39.99
22.46667	40.00
22.48333	40.00
22.50000	39.93
22.51667	39.96
22.53333	39.99
22.55000	40.00
22.56667	40.00
22.58333	40.00
22.60000	39.99
22.61667	40.00
22.63333	40.00
22.65000	40.00
22.66667	40.02
22.68333	40.03
22.70000	40.02
22.71667	40.02
22.73333	40.00
22.75000	40.00
22.76667	40.00
22.78333	40.00
22.80000	40.00
22.81667	40.00
22.83333	40.00
22.85000	40.00
22.86667	40.00
22.88333	40.00
22.90000	40.00
22.91667	40.00
22.93333	40.00
22.95000	40.02
22.96667	39.99
22.98333	40.00
23.00000	40.02
23.01667	40.02
23.03333	39.98
23.05000	39.98
23.06667	39.93
23.08333	39.93
23.10000	39.98
23.11667	39.95
23.13333	39.93
23.15000	39.96
23.16667	39.97
23.18333	40.00
23.20000	40.00
23.21667	40.02
23.23333	40.02
23.25000	40.03
23.26667	40.00
23.28333	40.05
23.30000	40.05
23.31667	40.00
23.33333	40.00
23.35000	40.05
23.36667	40.02
23.38333	40.00
23.40000	40.02
23.41667	40.03
23.43333	40.06
23.45000	40.05
23.46667	40.00
23.48333	40.00
23.50000	40.00
23.51667	40.00
23.53333	40.00
23.55000	39.97
23.56667	39.93
23.58333	39.96
23.60000	39.95
23.61667	39.96
23.63333	39.96
23.65000	39.99
23.66667	39.99
23.68333	39.97
23.70000	39.99
23.71667	39.99
23.73333	39.99
23.75000	40.00
23.76667	39.97
23.78333	39.97
23.80000	39.99
23.81667	39.98
23.83333	40.00
23.85000	40.00
23.86667	40.00
23.88333	40.00
23.90000	40.02
23.91667	39.99
23.93333	39.97
23.95000	39.99
23.96667	39.99
23.98333	39.98
24.00000	40.00
24.01667	40.00
24.03333	39.99
24.05000	39.95
24.06667	39.96
24.08333	39.97
24.10000	39.98
24.11667	39.93
24.13333	39.93
24.15000	39.95
24.16667	39.95
24.18333	39.98
24.20000	40.00
24.21667	40.00
24.23333	40.00
24.25000	40.00
24.26667	39.99
24.28333	39.99
24.30000	40.00
24.31667	40.00
24.33333	40.00
24.35000	40.00
24.36667	40.03
24.38333	40.03
24.40000	40.00
24.41667	40.00
24.43333	39.99
24.45000	40.00
